water_system_name,variable,variable_type,variable_group_type,value
HOOD WATER MAINTENCE DIST [SWS],Income 75k-100k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 100k-125k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 125k-150k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 150k-200k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income Above 200k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 0-25k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 25k-50k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 50k-75k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 0-50k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 50k-100k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Income 100k-150k,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Mortgage - Total,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Mortgage - Housing Costs Over 30% Income,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Mortgage - Housing Costs Over 50% Income,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],No Mortgage - Total,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],No Mortgage - Housing Costs Over 30% Income,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],No Mortgage - Housing Costs Over 50% Income,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Rent - Total,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Rent - Housing Costs Over 30% Income,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],Rent - Housing Costs Over 50% Income,Count,Households,0
HOOD WATER MAINTENCE DIST [SWS],All Households - Housing Costs Over 30% Income,Percent,Households,45.66
HOOD WATER MAINTENCE DIST [SWS],All Households - Housing Costs Over 50% Income,Percent,Households,25.57
HOOD WATER MAINTENCE DIST [SWS],Average Household Size,Hh Weighted,Household Weighted,2.55
HOOD WATER MAINTENCE DIST [SWS],Median Household Income,Hh Weighted,Household Weighted,56250
HOOD WATER MAINTENCE DIST [SWS],Per Capita Income,Pop Weighted,Population Weighted,23510
IMPERIAL MANOR MOBILEHOME COMMUNITY,Total Population,Count,Population,209
IMPERIAL MANOR MOBILEHOME COMMUNITY,Hispanic / Latino,Count,Population,52
IMPERIAL MANOR MOBILEHOME COMMUNITY,White,Count,Population,129
IMPERIAL MANOR MOBILEHOME COMMUNITY,Black / African American,Count,Population,1
IMPERIAL MANOR MOBILEHOME COMMUNITY,Native American,Count,Population,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Asian,Count,Population,6
IMPERIAL MANOR MOBILEHOME COMMUNITY,Pacific Islander,Count,Population,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Other / Multiple,Count,Population,21
IMPERIAL MANOR MOBILEHOME COMMUNITY,Hispanic / Latino,Percent,Population,24.93
IMPERIAL MANOR MOBILEHOME COMMUNITY,White,Percent,Population,61.63
IMPERIAL MANOR MOBILEHOME COMMUNITY,Black / African American,Percent,Population,0.45
IMPERIAL MANOR MOBILEHOME COMMUNITY,Native American,Percent,Population,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Asian,Percent,Population,2.93
IMPERIAL MANOR MOBILEHOME COMMUNITY,Pacific Islander,Percent,Population,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Other / Multiple,Percent,Population,10.05
IMPERIAL MANOR MOBILEHOME COMMUNITY,Poverty - Total Assessed,Count,Population,209
IMPERIAL MANOR MOBILEHOME COMMUNITY,Poverty - Below Level,Count,Population,45
IMPERIAL MANOR MOBILEHOME COMMUNITY,Poverty - Above Level,Count,Population,164
IMPERIAL MANOR MOBILEHOME COMMUNITY,Poverty Rate,Percent,Population,21.48
IMPERIAL MANOR MOBILEHOME COMMUNITY,Total Households,Count,Households,124
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income Below 10k,Count,Households,4
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 10k-15k,Count,Households,26
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 15k-20k,Count,Households,18
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 20k-25k,Count,Households,3
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 25k-30k,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 30k-35k,Count,Households,16
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 35k-40k,Count,Households,7
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 40k-45k,Count,Households,5
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 45k-50k,Count,Households,6
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 50k-60k,Count,Households,1
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 60k-75k,Count,Households,4
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 75k-100k,Count,Households,29
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 100k-125k,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 125k-150k,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 150k-200k,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income Above 200k,Count,Households,6
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 0-25k,Count,Households,51
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 25k-50k,Count,Households,34
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 50k-75k,Count,Households,5
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 0-50k,Count,Households,84
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 50k-100k,Count,Households,34
IMPERIAL MANOR MOBILEHOME COMMUNITY,Income 100k-150k,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Mortgage - Total,Count,Households,9
IMPERIAL MANOR MOBILEHOME COMMUNITY,Mortgage - Housing Costs Over 30% Income,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,Mortgage - Housing Costs Over 50% Income,Count,Households,0
IMPERIAL MANOR MOBILEHOME COMMUNITY,No Mortgage - Total,Count,Households,89
IMPERIAL MANOR MOBILEHOME COMMUNITY,No Mortgage - Housing Costs Over 30% Income,Count,Households,37
IMPERIAL MANOR MOBILEHOME COMMUNITY,No Mortgage - Housing Costs Over 50% Income,Count,Households,34
IMPERIAL MANOR MOBILEHOME COMMUNITY,Rent - Total,Count,Households,27
IMPERIAL MANOR MOBILEHOME COMMUNITY,Rent - Housing Costs Over 30% Income,Count,Households,27
IMPERIAL MANOR MOBILEHOME COMMUNITY,Rent - Housing Costs Over 50% Income,Count,Households,22
IMPERIAL MANOR MOBILEHOME COMMUNITY,All Households - Housing Costs Over 30% Income,Percent,Households,50.97
IMPERIAL MANOR MOBILEHOME COMMUNITY,All Households - Housing Costs Over 50% Income,Percent,Households,45.07
IMPERIAL MANOR MOBILEHOME COMMUNITY,Average Household Size,Hh Weighted,Household Weighted,1.6803625908618791
IMPERIAL MANOR MOBILEHOME COMMUNITY,Median Household Income,Hh Weighted,Household Weighted,31831.837612603995
IMPERIAL MANOR MOBILEHOME COMMUNITY,Per Capita Income,Pop Weighted,Population Weighted,32878.16681958172
KORTHS PIRATES LAIR,Total Population,Count,Population,0
KORTHS PIRATES LAIR,Hispanic / Latino,Count,Population,0
KORTHS PIRATES LAIR,White,Count,Population,0
KORTHS PIRATES LAIR,Black / African American,Count,Population,0
KORTHS PIRATES LAIR,Native American,Count,Population,0
KORTHS PIRATES LAIR,Asian,Count,Population,0
KORTHS PIRATES LAIR,Pacific Islander,Count,Population,0
KORTHS PIRATES LAIR,Other / Multiple,Count,Population,0
KORTHS PIRATES LAIR,Hispanic / Latino,Percent,Population,3.9
KORTHS PIRATES LAIR,White,Percent,Population,89.23
KORTHS PIRATES LAIR,Black / African American,Percent,Population,3.23
KORTHS PIRATES LAIR,Native American,Percent,Population,0
KORTHS PIRATES LAIR,Asian,Percent,Population,0
KORTHS PIRATES LAIR,Pacific Islander,Percent,Population,0
KORTHS PIRATES LAIR,Other / Multiple,Percent,Population,3.63
KORTHS PIRATES LAIR,Poverty - Total Assessed,Count,Population,0
KORTHS PIRATES LAIR,Poverty - Below Level,Count,Population,0
KORTHS PIRATES LAIR,Poverty - Above Level,Count,Population,0
KORTHS PIRATES LAIR,Poverty Rate,Percent,Population,35.94
KORTHS PIRATES LAIR,Total Households,Count,Households,0
KORTHS PIRATES LAIR,Income Below 10k,Count,Households,0
KORTHS PIRATES LAIR,Income 10k-15k,Count,Households,0
KORTHS PIRATES LAIR,Income 15k-20k,Count,Households,0
KORTHS PIRATES LAIR,Income 20k-25k,Count,Households,0
KORTHS PIRATES LAIR,Income 25k-30k,Count,Households,0
KORTHS PIRATES LAIR,Income 30k-35k,Count,Households,0
KORTHS PIRATES LAIR,Income 35k-40k,Count,Households,0
KORTHS PIRATES LAIR,Income 40k-45k,Count,Households,0
KORTHS PIRATES LAIR,Income 45k-50k,Count,Households,0
KORTHS PIRATES LAIR,Income 50k-60k,Count,Households,0
KORTHS PIRATES LAIR,Income 60k-75k,Count,Households,0
KORTHS PIRATES LAIR,Income 75k-100k,Count,Households,0
KORTHS PIRATES LAIR,Income 100k-125k,Count,Households,0
KORTHS PIRATES LAIR,Income 125k-150k,Count,Households,0
KORTHS PIRATES LAIR,Income 150k-200k,Count,Households,0
KORTHS PIRATES LAIR,Income Above 200k,Count,Households,0
KORTHS PIRATES LAIR,Income 0-25k,Count,Households,0
KORTHS PIRATES LAIR,Income 25k-50k,Count,Households,0
KORTHS PIRATES LAIR,Income 50k-75k,Count,Households,0
KORTHS PIRATES LAIR,Income 0-50k,Count,Households,0
KORTHS PIRATES LAIR,Income 50k-100k,Count,Households,0
KORTHS PIRATES LAIR,Income 100k-150k,Count,Households,0
KORTHS PIRATES LAIR,Mortgage - Total,Count,Households,0
KORTHS PIRATES LAIR,Mortgage - Housing Costs Over 30% Income,Count,Households,0
KORTHS PIRATES LAIR,Mortgage - Housing Costs Over 50% Income,Count,Households,0
KORTHS PIRATES LAIR,No Mortgage - Total,Count,Households,0
KORTHS PIRATES LAIR,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
KORTHS PIRATES LAIR,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
KORTHS PIRATES LAIR,Rent - Total,Count,Households,0
KORTHS PIRATES LAIR,Rent - Housing Costs Over 30% Income,Count,Households,0
KORTHS PIRATES LAIR,Rent - Housing Costs Over 50% Income,Count,Households,0
KORTHS PIRATES LAIR,All Households - Housing Costs Over 30% Income,Percent,Households,28.02
KORTHS PIRATES LAIR,All Households - Housing Costs Over 50% Income,Percent,Households,23.19
KORTHS PIRATES LAIR,Average Household Size,Hh Weighted,Household Weighted,1.79
KORTHS PIRATES LAIR,Median Household Income,Hh Weighted,Household Weighted,38125
KORTHS PIRATES LAIR,Per Capita Income,Pop Weighted,Population Weighted,33103
LAGUNA DEL SOL INC,Total Population,Count,Population,24
LAGUNA DEL SOL INC,Hispanic / Latino,Count,Population,5
LAGUNA DEL SOL INC,White,Count,Population,18
LAGUNA DEL SOL INC,Black / African American,Count,Population,0
LAGUNA DEL SOL INC,Native American,Count,Population,0
LAGUNA DEL SOL INC,Asian,Count,Population,0
LAGUNA DEL SOL INC,Pacific Islander,Count,Population,0
LAGUNA DEL SOL INC,Other / Multiple,Count,Population,0
LAGUNA DEL SOL INC,Hispanic / Latino,Percent,Population,21.55
LAGUNA DEL SOL INC,White,Percent,Population,75.2
LAGUNA DEL SOL INC,Black / African American,Percent,Population,0
LAGUNA DEL SOL INC,Native American,Percent,Population,0.67
LAGUNA DEL SOL INC,Asian,Percent,Population,1.46
LAGUNA DEL SOL INC,Pacific Islander,Percent,Population,0
LAGUNA DEL SOL INC,Other / Multiple,Percent,Population,1.12
LAGUNA DEL SOL INC,Poverty - Total Assessed,Count,Population,24
LAGUNA DEL SOL INC,Poverty - Below Level,Count,Population,2
LAGUNA DEL SOL INC,Poverty - Above Level,Count,Population,22
LAGUNA DEL SOL INC,Poverty Rate,Percent,Population,6.4
LAGUNA DEL SOL INC,Total Households,Count,Households,9
LAGUNA DEL SOL INC,Income Below 10k,Count,Households,0
LAGUNA DEL SOL INC,Income 10k-15k,Count,Households,1
LAGUNA DEL SOL INC,Income 15k-20k,Count,Households,1
LAGUNA DEL SOL INC,Income 20k-25k,Count,Households,0
LAGUNA DEL SOL INC,Income 25k-30k,Count,Households,0
LAGUNA DEL SOL INC,Income 30k-35k,Count,Households,0
LAGUNA DEL SOL INC,Income 35k-40k,Count,Households,0
LAGUNA DEL SOL INC,Income 40k-45k,Count,Households,0
LAGUNA DEL SOL INC,Income 45k-50k,Count,Households,0
LAGUNA DEL SOL INC,Income 50k-60k,Count,Households,0
LAGUNA DEL SOL INC,Income 60k-75k,Count,Households,0
LAGUNA DEL SOL INC,Income 75k-100k,Count,Households,2
LAGUNA DEL SOL INC,Income 100k-125k,Count,Households,0
LAGUNA DEL SOL INC,Income 125k-150k,Count,Households,0
LAGUNA DEL SOL INC,Income 150k-200k,Count,Households,1
LAGUNA DEL SOL INC,Income Above 200k,Count,Households,2
LAGUNA DEL SOL INC,Income 0-25k,Count,Households,2
LAGUNA DEL SOL INC,Income 25k-50k,Count,Households,1
LAGUNA DEL SOL INC,Income 50k-75k,Count,Households,0
LAGUNA DEL SOL INC,Income 0-50k,Count,Households,3
LAGUNA DEL SOL INC,Income 50k-100k,Count,Households,2
LAGUNA DEL SOL INC,Income 100k-150k,Count,Households,1
LAGUNA DEL SOL INC,Mortgage - Total,Count,Households,5
LAGUNA DEL SOL INC,Mortgage - Housing Costs Over 30% Income,Count,Households,2
LAGUNA DEL SOL INC,Mortgage - Housing Costs Over 50% Income,Count,Households,2
LAGUNA DEL SOL INC,No Mortgage - Total,Count,Households,3
LAGUNA DEL SOL INC,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
LAGUNA DEL SOL INC,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
LAGUNA DEL SOL INC,Rent - Total,Count,Households,2
LAGUNA DEL SOL INC,Rent - Housing Costs Over 30% Income,Count,Households,0
LAGUNA DEL SOL INC,Rent - Housing Costs Over 50% Income,Count,Households,0
LAGUNA DEL SOL INC,All Households - Housing Costs Over 30% Income,Percent,Households,23.37
LAGUNA DEL SOL INC,All Households - Housing Costs Over 50% Income,Percent,Households,23.37
LAGUNA DEL SOL INC,Average Household Size,Hh Weighted,Household Weighted,2.64
LAGUNA DEL SOL INC,Median Household Income,Hh Weighted,Household Weighted,95227
LAGUNA DEL SOL INC,Per Capita Income,Pop Weighted,Population Weighted,50793
LAGUNA VILLAGE RV PARK,Total Population,Count,Population,20
LAGUNA VILLAGE RV PARK,Hispanic / Latino,Count,Population,3
LAGUNA VILLAGE RV PARK,White,Count,Population,2
LAGUNA VILLAGE RV PARK,Black / African American,Count,Population,1
LAGUNA VILLAGE RV PARK,Native American,Count,Population,0
LAGUNA VILLAGE RV PARK,Asian,Count,Population,11
LAGUNA VILLAGE RV PARK,Pacific Islander,Count,Population,2
LAGUNA VILLAGE RV PARK,Other / Multiple,Count,Population,2
LAGUNA VILLAGE RV PARK,Hispanic / Latino,Percent,Population,12.79
LAGUNA VILLAGE RV PARK,White,Percent,Population,8.48
LAGUNA VILLAGE RV PARK,Black / African American,Percent,Population,7.28
LAGUNA VILLAGE RV PARK,Native American,Percent,Population,0
LAGUNA VILLAGE RV PARK,Asian,Percent,Population,52.62
LAGUNA VILLAGE RV PARK,Pacific Islander,Percent,Population,8.38
LAGUNA VILLAGE RV PARK,Other / Multiple,Percent,Population,10.45
LAGUNA VILLAGE RV PARK,Poverty - Total Assessed,Count,Population,20
LAGUNA VILLAGE RV PARK,Poverty - Below Level,Count,Population,2
LAGUNA VILLAGE RV PARK,Poverty - Above Level,Count,Population,18
LAGUNA VILLAGE RV PARK,Poverty Rate,Percent,Population,11.79
LAGUNA VILLAGE RV PARK,Total Households,Count,Households,7
LAGUNA VILLAGE RV PARK,Income Below 10k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 10k-15k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 15k-20k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 20k-25k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 25k-30k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 30k-35k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 35k-40k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 40k-45k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 45k-50k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 50k-60k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 60k-75k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 75k-100k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 100k-125k,Count,Households,0
LAGUNA VILLAGE RV PARK,Income 125k-150k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 150k-200k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income Above 200k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 0-25k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 25k-50k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 50k-75k,Count,Households,1
LAGUNA VILLAGE RV PARK,Income 0-50k,Count,Households,2
LAGUNA VILLAGE RV PARK,Income 50k-100k,Count,Households,2
LAGUNA VILLAGE RV PARK,Income 100k-150k,Count,Households,1
LAGUNA VILLAGE RV PARK,Mortgage - Total,Count,Households,3
LAGUNA VILLAGE RV PARK,Mortgage - Housing Costs Over 30% Income,Count,Households,1
LAGUNA VILLAGE RV PARK,Mortgage - Housing Costs Over 50% Income,Count,Households,0
LAGUNA VILLAGE RV PARK,No Mortgage - Total,Count,Households,1
LAGUNA VILLAGE RV PARK,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
LAGUNA VILLAGE RV PARK,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
LAGUNA VILLAGE RV PARK,Rent - Total,Count,Households,3
LAGUNA VILLAGE RV PARK,Rent - Housing Costs Over 30% Income,Count,Households,1
LAGUNA VILLAGE RV PARK,Rent - Housing Costs Over 50% Income,Count,Households,0
LAGUNA VILLAGE RV PARK,All Households - Housing Costs Over 30% Income,Percent,Households,32.52
LAGUNA VILLAGE RV PARK,All Households - Housing Costs Over 50% Income,Percent,Households,12.26
LAGUNA VILLAGE RV PARK,Average Household Size,Hh Weighted,Household Weighted,3.03
LAGUNA VILLAGE RV PARK,Median Household Income,Hh Weighted,Household Weighted,84332
LAGUNA VILLAGE RV PARK,Per Capita Income,Pop Weighted,Population Weighted,32668
LINCOLN CHAN-HOME RANCH,Total Population,Count,Population,4
LINCOLN CHAN-HOME RANCH,Hispanic / Latino,Count,Population,2
LINCOLN CHAN-HOME RANCH,White,Count,Population,2
LINCOLN CHAN-HOME RANCH,Black / African American,Count,Population,0
LINCOLN CHAN-HOME RANCH,Native American,Count,Population,0
LINCOLN CHAN-HOME RANCH,Asian,Count,Population,0
LINCOLN CHAN-HOME RANCH,Pacific Islander,Count,Population,0
LINCOLN CHAN-HOME RANCH,Other / Multiple,Count,Population,0
LINCOLN CHAN-HOME RANCH,Hispanic / Latino,Percent,Population,44.6
LINCOLN CHAN-HOME RANCH,White,Percent,Population,45.84
LINCOLN CHAN-HOME RANCH,Black / African American,Percent,Population,0
LINCOLN CHAN-HOME RANCH,Native American,Percent,Population,0
LINCOLN CHAN-HOME RANCH,Asian,Percent,Population,5.93
LINCOLN CHAN-HOME RANCH,Pacific Islander,Percent,Population,0
LINCOLN CHAN-HOME RANCH,Other / Multiple,Percent,Population,3.63
LINCOLN CHAN-HOME RANCH,Poverty - Total Assessed,Count,Population,4
LINCOLN CHAN-HOME RANCH,Poverty - Below Level,Count,Population,1
LINCOLN CHAN-HOME RANCH,Poverty - Above Level,Count,Population,3
LINCOLN CHAN-HOME RANCH,Poverty Rate,Percent,Population,15.75
LINCOLN CHAN-HOME RANCH,Total Households,Count,Households,2
LINCOLN CHAN-HOME RANCH,Income Below 10k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 10k-15k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 15k-20k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 20k-25k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 25k-30k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 30k-35k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 35k-40k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 40k-45k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 45k-50k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 50k-60k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 60k-75k,Count,Households,1
LINCOLN CHAN-HOME RANCH,Income 75k-100k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 100k-125k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 125k-150k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 150k-200k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income Above 200k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 0-25k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 25k-50k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Income 50k-75k,Count,Households,1
LINCOLN CHAN-HOME RANCH,Income 0-50k,Count,Households,1
LINCOLN CHAN-HOME RANCH,Income 50k-100k,Count,Households,1
LINCOLN CHAN-HOME RANCH,Income 100k-150k,Count,Households,0
LINCOLN CHAN-HOME RANCH,Mortgage - Total,Count,Households,1
LINCOLN CHAN-HOME RANCH,Mortgage - Housing Costs Over 30% Income,Count,Households,0
LINCOLN CHAN-HOME RANCH,Mortgage - Housing Costs Over 50% Income,Count,Households,0
LINCOLN CHAN-HOME RANCH,No Mortgage - Total,Count,Households,0
LINCOLN CHAN-HOME RANCH,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
LINCOLN CHAN-HOME RANCH,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
LINCOLN CHAN-HOME RANCH,Rent - Total,Count,Households,1
LINCOLN CHAN-HOME RANCH,Rent - Housing Costs Over 30% Income,Count,Households,0
LINCOLN CHAN-HOME RANCH,Rent - Housing Costs Over 50% Income,Count,Households,0
LINCOLN CHAN-HOME RANCH,All Households - Housing Costs Over 30% Income,Percent,Households,24.49
LINCOLN CHAN-HOME RANCH,All Households - Housing Costs Over 50% Income,Percent,Households,14.65
LINCOLN CHAN-HOME RANCH,Average Household Size,Hh Weighted,Household Weighted,2.49
LINCOLN CHAN-HOME RANCH,Median Household Income,Hh Weighted,Household Weighted,68248
LINCOLN CHAN-HOME RANCH,Per Capita Income,Pop Weighted,Population Weighted,38950
LOCKE WATER WORKS CO [SWS],Total Population,Count,Population,1
LOCKE WATER WORKS CO [SWS],Hispanic / Latino,Count,Population,0
LOCKE WATER WORKS CO [SWS],White,Count,Population,0
LOCKE WATER WORKS CO [SWS],Black / African American,Count,Population,0
LOCKE WATER WORKS CO [SWS],Native American,Count,Population,0
LOCKE WATER WORKS CO [SWS],Asian,Count,Population,0
LOCKE WATER WORKS CO [SWS],Pacific Islander,Count,Population,0
LOCKE WATER WORKS CO [SWS],Other / Multiple,Count,Population,0
LOCKE WATER WORKS CO [SWS],Hispanic / Latino,Percent,Population,44.6
LOCKE WATER WORKS CO [SWS],White,Percent,Population,45.84
LOCKE WATER WORKS CO [SWS],Black / African American,Percent,Population,0
LOCKE WATER WORKS CO [SWS],Native American,Percent,Population,0
LOCKE WATER WORKS CO [SWS],Asian,Percent,Population,5.93
LOCKE WATER WORKS CO [SWS],Pacific Islander,Percent,Population,0
LOCKE WATER WORKS CO [SWS],Other / Multiple,Percent,Population,3.63
LOCKE WATER WORKS CO [SWS],Poverty - Total Assessed,Count,Population,1
LOCKE WATER WORKS CO [SWS],Poverty - Below Level,Count,Population,0
LOCKE WATER WORKS CO [SWS],Poverty - Above Level,Count,Population,1
LOCKE WATER WORKS CO [SWS],Poverty Rate,Percent,Population,15.75
LOCKE WATER WORKS CO [SWS],Total Households,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income Below 10k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 10k-15k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 15k-20k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 20k-25k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 25k-30k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 30k-35k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 35k-40k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 40k-45k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 45k-50k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 50k-60k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 60k-75k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 75k-100k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 100k-125k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 125k-150k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 150k-200k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income Above 200k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 0-25k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 25k-50k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 50k-75k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 0-50k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 50k-100k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Income 100k-150k,Count,Households,0
LOCKE WATER WORKS CO [SWS],Mortgage - Total,Count,Households,0
LOCKE WATER WORKS CO [SWS],Mortgage - Housing Costs Over 30% Income,Count,Households,0
LOCKE WATER WORKS CO [SWS],Mortgage - Housing Costs Over 50% Income,Count,Households,0
LOCKE WATER WORKS CO [SWS],No Mortgage - Total,Count,Households,0
LOCKE WATER WORKS CO [SWS],No Mortgage - Housing Costs Over 30% Income,Count,Households,0
LOCKE WATER WORKS CO [SWS],No Mortgage - Housing Costs Over 50% Income,Count,Households,0
LOCKE WATER WORKS CO [SWS],Rent - Total,Count,Households,0
LOCKE WATER WORKS CO [SWS],Rent - Housing Costs Over 30% Income,Count,Households,0
LOCKE WATER WORKS CO [SWS],Rent - Housing Costs Over 50% Income,Count,Households,0
LOCKE WATER WORKS CO [SWS],All Households - Housing Costs Over 30% Income,Percent,Households,24.49
LOCKE WATER WORKS CO [SWS],All Households - Housing Costs Over 50% Income,Percent,Households,14.65
LOCKE WATER WORKS CO [SWS],Average Household Size,Hh Weighted,Household Weighted,2.49
LOCKE WATER WORKS CO [SWS],Median Household Income,Hh Weighted,Household Weighted,68248
LOCKE WATER WORKS CO [SWS],Per Capita Income,Pop Weighted,Population Weighted,38950
MAGNOLIA MUTUAL WATER,Total Population,Count,Population,1
MAGNOLIA MUTUAL WATER,Hispanic / Latino,Count,Population,0
MAGNOLIA MUTUAL WATER,White,Count,Population,0
MAGNOLIA MUTUAL WATER,Black / African American,Count,Population,0
MAGNOLIA MUTUAL WATER,Native American,Count,Population,0
MAGNOLIA MUTUAL WATER,Asian,Count,Population,0
MAGNOLIA MUTUAL WATER,Pacific Islander,Count,Population,0
MAGNOLIA MUTUAL WATER,Other / Multiple,Count,Population,0
MAGNOLIA MUTUAL WATER,Hispanic / Latino,Percent,Population,44.6
MAGNOLIA MUTUAL WATER,White,Percent,Population,45.84
